system:index,CH4_column_volume_mixing_ratio_dry_air_bias_corrected,latitude,longitude,month,year,.geo
0_11,1928.8360629076246,36.25151329064329,-5.690827324897168,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.690827324897168,36.25151329064329]}"
0_12,1928.9535184946449,36.314395360531655,-6.131001814115734,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,36.314395360531655]}"
0_13,1924.7251832313498,36.314395360531655,-6.068119744227368,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.068119744227368,36.314395360531655]}"
0_14,1923.6222505572625,36.314395360531655,-6.005237674339001,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.005237674339001,36.314395360531655]}"
0_15,1928.3408985116203,36.314395360531655,-5.753709394785536,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.753709394785536,36.314395360531655]}"
0_16,1927.379576385892,36.314395360531655,-5.690827324897168,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.690827324897168,36.314395360531655]}"
0_17,1922.6365745046896,36.314395360531655,-5.439299045343702,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.439299045343702,36.314395360531655]}"
0_18,1922.6365960660953,36.314395360531655,-5.376416975455336,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.376416975455336,36.314395360531655]}"
0_19,1922.98861162679,36.314395360531655,-5.31353490556697,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.31353490556697,36.314395360531655]}"
0_20,1923.9560536752192,36.37727743042002,-5.879473534562268,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.879473534562268,36.37727743042002]}"
0_21,1922.8119346324158,36.37727743042002,-5.816591464673902,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.816591464673902,36.37727743042002]}"
0_22,1924.0277734580611,36.44015950030839,-6.131001814115734,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,36.44015950030839]}"
0_23,1929.5894721193868,36.50304157019676,-6.131001814115734,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,36.50304157019676]}"
0_24,1926.391416797338,36.50304157019676,-6.068119744227368,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.068119744227368,36.50304157019676]}"
0_25,1923.4721187694238,36.50304157019676,-6.005237674339001,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.005237674339001,36.50304157019676]}"
0_26,1922.8521772033498,36.50304157019676,-5.9423556044506345,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.9423556044506345,36.50304157019676]}"
0_27,1924.0148358935555,36.50304157019676,-5.879473534562268,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.879473534562268,36.50304157019676]}"
0_28,1922.8863368670306,36.565923640085124,-5.9423556044506345,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.9423556044506345,36.565923640085124]}"
0_29,1928.145143675047,36.565923640085124,-5.879473534562268,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.879473534562268,36.565923640085124]}"
0_30,1927.7394563036628,36.565923640085124,-5.816591464673902,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.816591464673902,36.565923640085124]}"
0_31,1925.0037499211928,36.565923640085124,-5.753709394785536,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.753709394785536,36.565923640085124]}"
0_32,1939.1987441869987,36.62880570997349,-6.319648023780833,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.319648023780833,36.62880570997349]}"
0_33,1933.1214486524723,36.62880570997349,-6.256765953892467,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.256765953892467,36.62880570997349]}"
0_34,1923.6379753736478,36.62880570997349,-6.193883884004101,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.193883884004101,36.62880570997349]}"
0_35,1923.450216201882,36.62880570997349,-5.753709394785536,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.753709394785536,36.62880570997349]}"
0_36,1925.6590323995847,36.62880570997349,-5.690827324897168,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.690827324897168,36.62880570997349]}"
0_37,1924.1915612552891,36.62880570997349,-4.873360416348404,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.873360416348404,36.62880570997349]}"
0_38,1929.344694136431,36.69168777986186,-6.3825300936692,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.3825300936692,36.69168777986186]}"
0_39,1924.8745517951547,36.69168777986186,-6.319648023780833,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.319648023780833,36.69168777986186]}"
0_40,1927.841064485517,36.69168777986186,-6.256765953892467,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.256765953892467,36.69168777986186]}"
0_41,1929.3416218722675,36.69168777986186,-6.193883884004101,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.193883884004101,36.69168777986186]}"
0_42,1926.8616731825393,36.69168777986186,-6.131001814115734,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,36.69168777986186]}"
0_43,1923.9226720529455,36.69168777986186,-6.005237674339001,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.005237674339001,36.69168777986186]}"
0_44,1925.8094577798674,36.69168777986186,-5.9423556044506345,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.9423556044506345,36.69168777986186]}"
0_45,1923.4722848054007,36.69168777986186,-4.873360416348404,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.873360416348404,36.69168777986186]}"
0_46,1923.8603203553512,36.75456984975022,-6.3825300936692,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.3825300936692,36.75456984975022]}"
0_47,1923.8040608802173,36.75456984975022,-6.319648023780833,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.319648023780833,36.75456984975022]}"
0_48,1927.535467234149,36.75456984975022,-6.256765953892467,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.256765953892467,36.75456984975022]}"
0_49,1929.1973828332814,36.75456984975022,-6.193883884004101,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.193883884004101,36.75456984975022]}"
0_50,1925.7037583920294,36.75456984975022,-6.131001814115734,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,36.75456984975022]}"
0_51,1923.1881781198897,36.75456984975022,-6.068119744227368,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.068119744227368,36.75456984975022]}"
0_52,1925.3512739282808,36.75456984975022,-6.005237674339001,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.005237674339001,36.75456984975022]}"
0_53,1929.0727176642824,36.75456984975022,-5.9423556044506345,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.9423556044506345,36.75456984975022]}"
0_54,1925.9564181986916,36.75456984975022,-5.879473534562268,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.879473534562268,36.75456984975022]}"
0_55,1923.5273959428587,36.75456984975022,-5.816591464673902,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.816591464673902,36.75456984975022]}"
0_56,1935.2351163748638,36.817451919638586,-6.319648023780833,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.319648023780833,36.817451919638586]}"
0_57,1930.036789941297,36.817451919638586,-6.256765953892467,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.256765953892467,36.817451919638586]}"
0_58,1923.1027019267628,36.817451919638586,-6.005237674339001,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.005237674339001,36.817451919638586]}"
0_59,1924.8469721101462,36.817451919638586,-5.9423556044506345,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.9423556044506345,36.817451919638586]}"
0_60,1922.7293235898546,36.817451919638586,-5.879473534562268,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.879473534562268,36.817451919638586]}"
0_61,1925.5152846903259,36.817451919638586,-5.816591464673902,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.816591464673902,36.817451919638586]}"
0_62,1928.9980300226355,36.817451919638586,-2.1694314111486444,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.1694314111486444,36.817451919638586]}"
0_63,1924.1672911284106,36.88033398952695,-6.131001814115734,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,36.88033398952695]}"
0_64,1925.4542880908555,36.88033398952695,-6.068119744227368,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.068119744227368,36.88033398952695]}"
0_65,1922.8651287380442,36.88033398952695,-6.005237674339001,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.005237674339001,36.88033398952695]}"
0_66,1924.4048021684707,36.88033398952695,-5.690827324897168,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.690827324897168,36.88033398952695]}"
0_67,1944.8537488982963,36.88033398952695,-4.999124556125137,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.999124556125137,36.88033398952695]}"
0_68,1926.7357166391341,36.88033398952695,-4.621832136794938,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.621832136794938,36.88033398952695]}"
0_69,1926.7357226127424,36.88033398952695,-4.558950066906571,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.558950066906571,36.88033398952695]}"
0_70,1926.7357192910401,36.88033398952695,-4.496067997018205,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.496067997018205,36.88033398952695]}"
0_71,1932.4123915205216,36.94321605941532,-6.193883884004101,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.193883884004101,36.94321605941532]}"
0_72,1928.0889409832973,36.94321605941532,-6.131001814115734,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,36.94321605941532]}"
0_73,1927.130809315348,36.94321605941532,-6.068119744227368,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.068119744227368,36.94321605941532]}"
0_74,1924.5495362747336,36.94321605941532,-6.005237674339001,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.005237674339001,36.94321605941532]}"
0_75,1922.8557384476824,36.94321605941532,-5.753709394785536,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.753709394785536,36.94321605941532]}"
0_76,1923.7838129964339,36.94321605941532,-4.05589350779964,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.05589350779964,36.94321605941532]}"
0_77,1923.7838153286734,36.94321605941532,-3.86724729813454,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.86724729813454,36.94321605941532]}"
0_78,1923.783836053138,36.94321605941532,-3.8043652282461733,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.8043652282461733,36.94321605941532]}"
0_79,1925.1598867377134,36.94321605941532,-2.232313481037011,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.232313481037011,36.94321605941532]}"
0_80,1922.860112270932,36.94321605941532,-2.106549341260278,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.106549341260278,36.94321605941532]}"
0_81,1926.170475605161,37.00609812930369,-6.193883884004101,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.193883884004101,37.00609812930369]}"
0_82,1933.5956021567329,37.00609812930369,-6.131001814115734,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,37.00609812930369]}"
0_83,1922.7790850262993,37.00609812930369,-6.068119744227368,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.068119744227368,37.00609812930369]}"
0_84,1934.9412154158483,37.00609812930369,-1.980785201483545,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.980785201483545,37.00609812930369]}"
0_85,1925.1882329349799,37.068980199192055,-6.508294233445933,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.508294233445933,37.068980199192055]}"
0_86,1925.7776918545824,37.068980199192055,-6.319648023780833,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.319648023780833,37.068980199192055]}"
0_87,1927.7800593673678,37.068980199192055,-6.256765953892467,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.256765953892467,37.068980199192055]}"
0_88,1934.3118006182492,37.068980199192055,-6.193883884004101,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.193883884004101,37.068980199192055]}"
0_89,1937.160441739113,37.068980199192055,-6.131001814115734,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,37.068980199192055]}"
0_90,1923.8992565606427,37.068980199192055,-6.068119744227368,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.068119744227368,37.068980199192055]}"
0_91,1925.2046308414133,37.068980199192055,-5.753709394785536,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.753709394785536,37.068980199192055]}"
0_92,1923.6151096077785,37.13186226908042,-6.634058373222667,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.634058373222667,37.13186226908042]}"
0_93,1925.1827768678766,37.13186226908042,-6.571176303334299,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.571176303334299,37.13186226908042]}"
0_94,1923.4342856563399,37.13186226908042,-6.319648023780833,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.319648023780833,37.13186226908042]}"
0_95,1924.6841260375286,37.13186226908042,-6.256765953892467,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.256765953892467,37.13186226908042]}"
0_96,1924.6593649320798,37.13186226908042,-6.193883884004101,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.193883884004101,37.13186226908042]}"
0_97,1926.0885669195795,37.13186226908042,-6.131001814115734,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,37.13186226908042]}"
0_98,1922.9457192489167,37.13186226908042,-6.068119744227368,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.068119744227368,37.13186226908042]}"
0_99,1922.9993061862624,37.13186226908042,-5.9423556044506345,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.9423556044506345,37.13186226908042]}"
0_100,1924.6087655342503,37.13186226908042,-4.433185927129839,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.433185927129839,37.13186226908042]}"
0_101,1.703091915047816,37.13186226908042,-4.118775577688006,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.118775577688006,37.13186226908042]}"
0_102,1922.9350942447895,37.19474433896879,-6.8227045828877655,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.8227045828877655,37.19474433896879]}"
0_103,1925.5887509202469,37.19474433896879,-6.759822512999399,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.759822512999399,37.19474433896879]}"
0_104,1925.4771924828754,37.19474433896879,-6.256765953892467,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.256765953892467,37.19474433896879]}"
0_105,1925.1790195753379,37.19474433896879,-6.193883884004101,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.193883884004101,37.19474433896879]}"
0_106,1925.357921889075,37.19474433896879,-6.131001814115734,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,37.19474433896879]}"
0_107,1923.4420051336049,37.19474433896879,-6.068119744227368,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.068119744227368,37.19474433896879]}"
0_108,1922.8225215695627,37.19474433896879,-6.005237674339001,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.005237674339001,37.19474433896879]}"
0_109,1923.1047431569107,37.19474433896879,-5.9423556044506345,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.9423556044506345,37.19474433896879]}"
0_110,1.6160468250064919,37.19474433896879,-1.980785201483545,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.980785201483545,37.19474433896879]}"
0_111,1924.0032630379599,37.257626408857156,-7.199997002217965,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.199997002217965,37.257626408857156]}"
0_112,1924.2693931755862,37.257626408857156,-7.137114932329598,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.137114932329598,37.257626408857156]}"
0_113,1927.9019777663932,37.257626408857156,-6.8227045828877655,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.8227045828877655,37.257626408857156]}"
0_114,1923.0049678094174,37.257626408857156,-6.759822512999399,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.759822512999399,37.257626408857156]}"
0_115,1922.6494980843117,37.257626408857156,-6.634058373222667,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.634058373222667,37.257626408857156]}"
0_116,1922.906818227553,37.257626408857156,-6.131001814115734,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,37.257626408857156]}"
0_117,1922.634169850411,37.257626408857156,-6.068119744227368,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.068119744227368,37.257626408857156]}"
0_118,1923.1016973751796,37.257626408857156,-6.005237674339001,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.005237674339001,37.257626408857156]}"
0_119,1923.546454303412,37.257626408857156,-1.980785201483545,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.980785201483545,37.257626408857156]}"
0_120,1929.3393790009509,37.257626408857156,-1.9179031315951784,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.9179031315951784,37.257626408857156]}"
0_121,1929.3667322966696,37.257626408857156,-1.855021061706812,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.855021061706812,37.257626408857156]}"
0_122,1923.9066536746263,37.32050847874552,-7.137114932329598,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.137114932329598,37.32050847874552]}"
0_123,1923.6119381934518,37.32050847874552,-7.074232862441232,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.074232862441232,37.32050847874552]}"
0_124,1924.025070047315,37.32050847874552,-7.011350792552865,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.011350792552865,37.32050847874552]}"
0_125,1924.5387584601697,37.32050847874552,-6.948468722664499,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.948468722664499,37.32050847874552]}"
0_126,1925.065687849883,37.32050847874552,-6.885586652776132,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.885586652776132,37.32050847874552]}"
0_127,1924.7764356935356,37.32050847874552,-6.8227045828877655,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.8227045828877655,37.32050847874552]}"
0_128,1925.692377200082,37.32050847874552,-6.759822512999399,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.759822512999399,37.32050847874552]}"
0_129,1925.721271254976,37.32050847874552,-6.696940443111033,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.696940443111033,37.32050847874552]}"
0_130,1923.683884191083,37.32050847874552,-6.634058373222667,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.634058373222667,37.32050847874552]}"
0_131,1923.4747813957674,37.32050847874552,-6.131001814115734,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131001814115734,37.32050847874552]}"
0_132,1922.916157238787,37.32050847874552,-5.879473534562268,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.879473534562268,37.32050847874552]}"
0_133,1922.6896929521245,37.32050847874552,-5.250652835678603,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.250652835678603,37.32050847874552]}"
0_134,1924.6561289981835,37.32050847874552,-1.855021061706812,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.855021061706812,37.32050847874552]}"
0_135,1923.2855591084476,37.383390548633884,-7.199997002217965,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.199997002217965,37.383390548633884]}"
0_136,1924.0832196697572,37.383390548633884,-7.137114932329598,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.137114932329598,37.383390548633884]}"
0_137,1924.1120725365863,37.383390548633884,-7.074232862441232,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.074232862441232,37.383390548633884]}"
0_138,1924.0019052475855,37.383390548633884,-7.011350792552865,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.011350792552865,37.383390548633884]}"
0_139,1923.9034757869447,37.383390548633884,-6.948468722664499,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.948468722664499,37.383390548633884]}"
0_140,1924.266650347074,37.383390548633884,-6.885586652776132,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.885586652776132,37.383390548633884]}"
0_141,1926.713265939733,37.383390548633884,-6.8227045828877655,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.8227045828877655,37.383390548633884]}"
0_142,1925.5921163602702,37.383390548633884,-6.759822512999399,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.759822512999399,37.383390548633884]}"
0_143,1922.881808043884,37.383390548633884,-6.634058373222667,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.634058373222667,37.383390548633884]}"
0_144,1923.0185292377248,37.383390548633884,-6.571176303334299,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.571176303334299,37.383390548633884]}"
0_145,1923.060684063222,37.383390548633884,-5.439299045343702,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.439299045343702,37.383390548633884]}"
0_146,1924.911054906244,37.383390548633884,-5.376416975455336,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.376416975455336,37.383390548633884]}"
0_147,1927.1743189715583,37.383390548633884,-5.31353490556697,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.31353490556697,37.383390548633884]}"
0_148,1922.6844391589075,37.383390548633884,-5.250652835678603,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.250652835678603,37.383390548633884]}"
0_149,1923.9667736650938,37.383390548633884,-1.7921389918184454,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.7921389918184454,37.383390548633884]}"
0_150,1932.3361702296406,37.383390548633884,-1.7292569219300788,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.7292569219300788,37.383390548633884]}"
0_151,1923.468215274081,37.44627261852225,-7.199997002217965,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.199997002217965,37.44627261852225]}"
0_152,1922.7290400103252,37.44627261852225,-7.137114932329598,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.137114932329598,37.44627261852225]}"
0_153,1923.8990324144852,37.44627261852225,-6.508294233445933,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.508294233445933,37.44627261852225]}"
0_154,1925.5070888485495,37.44627261852225,-6.445412163557567,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.445412163557567,37.44627261852225]}"
0_155,1922.8089250644796,37.44627261852225,-6.3825300936692,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.3825300936692,37.44627261852225]}"
0_156,1922.7692899180804,37.44627261852225,-6.319648023780833,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.319648023780833,37.44627261852225]}"
0_157,1923.419892832237,37.44627261852225,-6.256765953892467,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.256765953892467,37.44627261852225]}"
0_158,1925.8973428674915,37.44627261852225,-4.05589350779964,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.05589350779964,37.44627261852225]}"
0_159,2.2359572393680214,37.44627261852225,-2.483841760590477,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.483841760590477,37.44627261852225]}"
0_160,1930.0957820445801,37.44627261852225,-1.980785201483545,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.980785201483545,37.44627261852225]}"
0_161,1925.6600255131732,37.50915468841062,-6.319648023780833,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.319648023780833,37.50915468841062]}"
0_162,1924.273238389933,37.50915468841062,-6.256765953892467,1.0,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.256765953892467,37.50915468841062]}"
